,city_name,fl,fon,house_number,latitude,longitude,m,od,oid,on,pb2b,pb2c,pla,pr,r12c,rid,sb2b,sb2c,street_name,svc,tc,tt
466,г. Екатеринбург,-,г. Екатеринбург ул. Малышева 123 -,123,56.840803,60.652981,,2015-07-01 00:00:00,2025530,"Екатеринбург, ул. Малышева 123",,88001000800,False,24,525117,66,False,True,ул. Малышева,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '10:00'}]"
467,г. Ирбит,-,г. Ирбит ул. 50 лет Октября 25 -,25,57.673944,63.065308,,2015-07-01 00:00:00,2025533,"Ирбит, ул. 50 лет Октября 25",,88001000800,False,2,525121,66,False,True,ул. 50 лет Октября,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
468,г. Каменск-Уральский,-,г. Каменск-Уральский пр-кт Победы 5 -,5,56.417108,61.9186,,2015-07-01 00:00:00,2025535,"Каменск-Уральский, пр-кт Победы 5",,88001000800,False,3,525101,66,False,True,пр-кт Победы,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-05-06 21:00:00', 'ds': '2020-04-27 22:00:00', 'rc': 'б/л сотрудников'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
469,г. Камышлов,-,г. Камышлов ул. Карла Маркса 59а -,59а,56.842846,62.709683,,2015-07-01 00:00:00,2025536,"Камышлов, ул. Карла Маркса 59а",,88001000800,False,1,525115,66,False,True,ул. Карла Маркса,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
470,г. Качканар,-,г. Качканар ул. Свердлова 44 -,44,58.692346,59.476063,,2015-07-01 00:00:00,2025538,"Качканар, ул. Свердлова 44",,88001000800,False,1,525133,66,False,True,ул. Свердлова,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}]"
471,г. Красноуральск,-,г. Красноуральск ул. Каляева 26а -,26а,58.354729,60.039109,,2015-07-01 00:00:00,2025541,"Красноуральск, ул. Каляева 26",,88001000800,False,1,525134,66,False,True,ул. Каляева,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}]"
472,г. Нижний Тагил,-,г. Нижний Тагил пр-кт Вагоностроителей 8 -,8,57.921422,60.099269,,2015-07-01 00:00:00,2025544,"Нижний Тагил, пр-кт Вагоностроителей 8",,88001000800,False,2,525110,66,False,True,пр-кт Вагоностроителей,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '17:00', 'ws': '10:00'}]"
473,г. Нижний Тагил,-,г. Нижний Тагил ул. Первомайская 52 -,52,57.910441,59.963057,,2015-07-01 00:00:00,2025545,"Нижний Тагил, ул. Первомайская 52",,88001000800,False,3,525111,66,False,True,ул. Первомайская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': '14:00', 'bs': '13:00', 'dn': 6, 'we': '18:00', 'ws': '09:00'}]"
474,г. Первоуральск,-,г. Первоуральск ул. Ватутина 37 -,37,56.903357,59.942306,,2015-07-01 00:00:00,2025549,"Первоуральск, ул. Ватутина 37",,88001000800,False,2,525143,66,False,True,ул. Ватутина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '19:00', 'ws': '09:00'}]"
475,г. Реж,-,г. Реж ул. Ленина 7 -,7,57.372802,61.389869,,2015-07-01 00:00:00,2025552,"Реж, ул. Ленина 7",,88001000800,False,2,525124,66,False,True,ул. Ленина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}]"
476,г. Североуральск,-,г. Североуральск ул. Ленина 19а -,19а,60.152045,59.959266,,2015-07-01 00:00:00,2025554,"Североуральск, ул. Ленина 19а",,88001000800,False,2,525106,66,False,True,ул. Ленина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-06-07 21:00:00', 'ds': '2020-05-27 22:00:00', 'rc': '2 вакансии'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '10:00'}]"
477,г. Серов,-,г. Серов ул. Каляева 10 -,10,59.602996,60.584736,,2015-07-01 00:00:00,2025555,"Серов, ул. Каляева 10",,88001000800,False,2,525132,66,False,True,ул. Каляева,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '09:00'}]"
478,г. Среднеуральск,-,г. Среднеуральск ул. Дзержинского 19 -,19,56.985888,60.467596,,2015-07-01 00:00:00,2025556,"Среднеуральск, ул. Дзержинского 19",,88001000800,False,1,525148,66,False,True,ул. Дзержинского,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': '13:30', 'bs': '13:00', 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': '13:30', 'bs': '13:00', 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': '13:30', 'bs': '13:00', 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': '13:30', 'bs': '13:00', 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': '13:30', 'bs': '13:00', 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
479,г. Сухой Лог,-,г. Сухой Лог ул. Пушкинская 1 -,1,56.909534,62.034222,,2016-07-01 00:00:00,2025557,"Сухой Лог, ул. Пушкинская 1",,88001000800,False,2,525113,66,False,True,ул. Пушкинская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
480,г. Ишим,-,г. Ишим ул. К.Маркса 60 -,60,56.109717,69.493976,,2015-07-01 00:00:00,2025569,"Ишим, ул. К.Маркса 60",,88001000800,False,1,525232,72,False,True,ул. К.Маркса,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '17:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '17:00', 'ws': '10:00'}]"
481,г. Тобольск,-,г. Тобольск мкр. 4-й 42 -,42,58.218662,68.27701,,2015-07-01 00:00:00,2025574,"Тобольск, мкр. 4-й 42",,88001000800,False,3,525235,72,False,True,мкр. 4-й,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}]"
482,г. Тюмень,-,г. Тюмень проезд Заречный 33 1 -,33 1,57.173752,65.558322,,2015-07-01 00:00:00,2025576,"Тюмень, пр. Заречный 33/1",,88001000800,False,5,525226,72,False,True,проезд Заречный,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-06-28 21:00:00', 'ds': '2020-06-21 22:00:00', 'rc': 'решение губернатора по ТФ'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '20:00', 'ws': '10:00'}]"
483,г. Тюмень,-,г. Тюмень ул. Мельникайте 137 -,137,57.12134,65.550003,,2015-07-01 00:00:00,2025577,"Тюмень, ул. Мельникайте 137",,88001000800,False,10,525227,72,False,True,ул. Мельникайте,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '20:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '20:00', 'ws': '10:00'}]"
484,г. Тюмень,-,г. Тюмень ул. Широтная 108 4 -,108 4,57.131827,65.538171,,2015-07-01 00:00:00,2025578,"Тюмень, ул. Широтная 108/4",,88001000800,False,11,525224,72,False,True,ул. Широтная,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '10:00'}]"
485,г. Ялуторовск,-,г. Ялуторовск ул Ленина 18 -,18,56.650439,66.317075,,2015-07-01 00:00:00,2025583,"Ялуторовск, ул. Ленина 18",,88001000800,False,2,525240,72,False,True,ул Ленина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '09:00'}]"
486,пгт. Белый Яр,а,пгт. Белый Яр ул. Есенина 17 а,17,61.258197,73.255375,,2015-07-01 00:00:00,2025585,"Белый Яр, ул. Есенина 17А",,88001000800,False,1,525417,86,False,True,ул. Есенина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '15:00', 'ws': '10:00'}]"
487,г. Лянтор,-,г. Лянтор мкр. 2-й 58 3 -,58 3,61.622926,72.150836,,2015-07-01 00:00:00,2025587,"Лянтор (Сургутский), ул. 2 мкр стр.58/3",,88001000800,False,2,525428,86,False,True,мкр. 2-й,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '09:00'}]"
488,г. Мегион,-,г. Мегион ул. Нефтяников 10 -,10,61.034986,76.107059,,2015-07-01 00:00:00,2025588,"Мегион, ул. Нефтяников 10",,88001000800,False,2,525410,86,False,True,ул. Нефтяников,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '19:00', 'ws': '09:00'}]"
